x,underlying,y
-1.0,0.9998766,1.0
-0.9989994997498749,0.9998747,1.0
-0.9979989994997499,0.9998728,1.0
-0.9969984992496248,0.9998709,1.0
-0.9959979989994997,0.999869,1.0
-0.9949974987493747,0.99986696,1.0
-0.9939969984992496,0.99986494,1.0
-0.9929964982491246,0.9998629,1.0
-0.9919959979989995,0.9998609,1.0
-0.9909954977488744,0.99985874,1.0
-0.9899949974987494,0.9998566,1.0
-0.9889944972486243,0.99985445,1.0
-0.9879939969984992,0.9998522,1.0
-0.9869934967483742,0.99985003,1.0
-0.9859929964982491,0.99984777,1.0
-0.984992496248124,0.9998454,1.0
-0.983991995997999,0.9998431,1.0
-0.9829914957478739,0.99984074,1.0
-0.9819909954977488,0.99983835,1.0
-0.9809904952476238,0.99983585,1.0
-0.9799899949974987,0.99983335,1.0
-0.9789894947473737,0.99983084,1.0
-0.9779889944972486,0.99982834,1.0
-0.9769884942471235,0.9998258,1.0
-0.9759879939969985,0.99982315,1.0
-0.9749874937468734,0.9998204,1.0
-0.9739869934967483,0.9998178,1.0
-0.9729864932466233,0.99981505,1.0
-0.9719859929964982,0.9998122,1.0
-0.9709854927463731,0.9998093,1.0
-0.9699849924962481,0.99980646,1.0
-0.968984492246123,0.9998036,1.0
-0.967983991995998,0.9998006,1.0
-0.966983491745873,0.9997975,1.0
-0.9659829914957478,0.99979454,1.0
-0.9649824912456229,0.99979144,1.0
-0.9639819909954978,0.9997882,1.0
-0.9629814907453726,0.999785,1.0
-0.9619809904952477,0.9997818,1.0
-0.9609804902451226,0.99977845,1.0
-0.9599799899949975,0.9997751,1.0
-0.9589794897448725,0.9997718,1.0
-0.9579789894947474,0.9997683,1.0
-0.9569784892446224,0.99976474,1.0
-0.9559779889944973,0.99976116,1.0
-0.9549774887443722,0.9997576,1.0
-0.9539769884942472,0.9997539,1.0
-0.9529764882441221,0.9997502,1.0
-0.951975987993997,0.9997464,1.0
-0.950975487743872,0.99974257,1.0
-0.9499749874937469,0.99973875,1.0
-0.9489744872436218,0.9997347,1.0
-0.9479739869934968,0.99973077,1.0
-0.9469734867433717,0.9997267,1.0
-0.9459729864932467,0.99972254,1.0
-0.9449724862431216,0.99971837,1.0
-0.9439719859929965,0.9997141,1.0
-0.9429714857428715,0.9997098,1.0
-0.9419709854927464,0.9997054,1.0
-0.9409704852426213,0.999701,1.0
-0.9399699849924963,0.9996965,1.0
-0.9389694847423712,0.99969184,1.0
-0.9379689844922461,0.9996872,1.0
-0.9369684842421211,0.9996824,1.0
-0.935967983991996,0.99967766,1.0
-0.9349674837418709,0.9996728,1.0
-0.9339669834917459,0.9996679,1.0
-0.9329664832416208,0.99966276,1.0
-0.9319659829914958,0.99965775,1.0
-0.9309654827413707,0.9996525,1.0
-0.9299649824912456,0.99964726,1.0
-0.9289644822411206,0.9996419,1.0
-0.9279639819909955,0.99963653,1.0
-0.9269634817408704,0.99963105,1.0
-0.9259629814907454,0.99962544,1.0
-0.9249624812406203,0.9996197,1.0
-0.9239619809904953,0.99961406,1.0
-0.9229614807403702,0.9996082,1.0
-0.9219609804902451,0.9996024,1.0
-0.9209604802401201,0.9995963,1.0
-0.919959979989995,0.9995902,1.0
-0.9189594797398699,0.999584,1.0
-0.9179589794897449,0.9995777,1.0
-0.9169584792396198,0.99957126,1.0
-0.9159579789894947,0.9995648,1.0
-0.9149574787393697,0.99955827,1.0
-0.9139569784892446,0.9995516,1.0
-0.9129564782391195,0.9995448,1.0
-0.9119559779889945,0.99953794,1.0
-0.9109554777388694,0.9995309,1.0
-0.9099549774887443,0.9995239,1.0
-0.9089544772386193,0.9995167,1.0
-0.9079539769884942,0.99950933,1.0
-0.9069534767383692,0.99950194,1.0
-0.9059529764882441,0.99949443,1.0
-0.904952476238119,0.9994868,1.0
-0.903951975987994,0.999479,1.0
-0.9029514757378689,0.9994711,1.0
-0.9019509754877438,0.99946314,1.0
-0.9009504752376188,0.99945503,1.0
-0.8999499749874937,0.9994468,1.0
-0.8989494747373687,0.99943846,1.0
-0.8979489744872436,0.9994299,1.0
-0.8969484742371185,0.99942136,1.0
-0.8959479739869936,0.99941266,1.0
-0.8949474737368684,0.9994037,1.0
-0.8939469734867433,0.99939466,1.0
-0.8929464732366184,0.9993856,1.0
-0.8919459729864933,0.99937636,1.0
-0.8909454727363681,0.9993668,1.0
-0.8899449724862432,0.9993573,1.0
-0.888944472236118,0.9993476,1.0
-0.887943971985993,0.99933773,1.0
-0.886943471735868,0.9993278,1.0
-0.8859429714857429,0.9993175,1.0
-0.8849424712356178,0.9993073,1.0
-0.8839419709854928,0.9992968,1.0
-0.8829414707353677,0.99928623,1.0
-0.8819409704852427,0.9992754,1.0
-0.8809404702351176,0.9992644,1.0
-0.8799399699849925,0.99925333,1.0
-0.8789394697348675,0.99924207,1.0
-0.8779389694847424,0.9992306,1.0
-0.8769384692346174,0.99921894,1.0
-0.8759379689844923,0.9992072,1.0
-0.8749374687343672,0.99919516,1.0
-0.8739369684842422,0.999183,1.0
-0.8729364682341171,0.99917066,1.0
-0.871935967983992,0.99915814,1.0
-0.870935467733867,0.9991454,1.0
-0.8699349674837419,0.9991326,1.0
-0.8689344672336168,0.99911934,1.0
-0.8679339669834918,0.9991061,1.0
-0.8669334667333667,0.9990926,1.0
-0.8659329664832416,0.99907887,1.0
-0.8649324662331166,0.999065,1.0
-0.8639319659829915,0.9990508,1.0
-0.8629314657328664,0.99903655,1.0
-0.8619309654827414,0.9990219,1.0
-0.8609304652326163,0.99900717,1.0
-0.8599299649824912,0.99899215,1.0
-0.8589294647323662,0.99897695,1.0
-0.8579289644822411,0.99896145,1.0
-0.8569284642321161,0.9989458,1.0
-0.855927963981991,0.9989299,1.0
-0.854927463731866,0.99891376,1.0
-0.8539269634817409,0.9988973,1.0
-0.8529264632316158,0.9988807,1.0
-0.8519259629814908,0.9988638,1.0
-0.8509254627313657,0.99884653,1.0
-0.8499249624812406,0.9988292,1.0
-0.8489244622311156,0.9988115,1.0
-0.8479239619809905,0.9987935,1.0
-0.8469234617308654,0.9987753,1.0
-0.8459229614807404,0.9987569,1.0
-0.8449224612306153,0.9987381,1.0
-0.8439219609804902,0.998719,1.0
-0.8429214607303652,0.99869967,1.0
-0.8419209604802401,0.99868006,1.0
-0.840920460230115,0.9986601,1.0
-0.83991995997999,0.9986399,1.0
-0.8389194597298649,0.9986193,1.0
-0.8379189594797398,0.9985985,1.0
-0.8369184592296148,0.99857736,1.0
-0.8359179589794897,0.99855584,1.0
-0.8349174587293646,0.99853396,1.0
-0.8339169584792396,0.99851185,1.0
-0.8329164582291145,0.9984894,1.0
-0.8319159579789895,0.9984666,1.0
-0.8309154577288644,0.9984434,1.0
-0.8299149574787394,0.99842,1.0
-0.8289144572286143,0.9983961,1.0
-0.8279139569784892,0.9983719,1.0
-0.8269134567283642,0.9983473,1.0
-0.8259129564782391,0.9983223,1.0
-0.824912456228114,0.99829704,1.0
-0.823911955977989,0.99827135,1.0
-0.822911455727864,0.99824524,1.0
-0.8219109554777388,0.9982187,1.0
-0.8209104552276139,0.9981919,1.0
-0.8199099549774888,0.9981646,1.0
-0.8189094547273637,0.9981369,1.0
-0.8179089544772387,0.99810874,1.0
-0.8169084542271136,0.99808025,1.0
-0.8159079539769885,0.9980513,1.0
-0.8149074537268635,0.99802184,1.0
-0.8139069534767384,0.99799204,1.0
-0.8129064532266133,0.99796176,1.0
-0.8119059529764883,0.9979309,1.0
-0.8109054527263632,0.99789965,1.0
-0.8099049524762382,0.99786806,1.0
-0.8089044522261131,0.99783593,1.0
-0.8079039519759881,0.99780315,1.0
